time,Open,High,Low,Close,Volume
2025-08-08 11:15:00,3400.9,3401.65,3398.14,3399.31,3913
2025-08-08 11:30:00,3399.28,3399.92,3397.21,3398.86,7431
2025-08-08 11:45:00,3398.96,3399.27,3394.08,3394.39,6898
2025-08-08 12:00:00,3394.34,3399.34,3393.98,3398.64,6516
2025-08-08 12:15:00,3398.83,3401.35,3398.55,3399.5,6130
2025-08-08 12:30:00,3399.51,3401.53,3396.73,3400.57,6755
2025-08-08 12:45:00,3400.52,3401.49,3399.89,3400.74,4953
2025-08-08 13:00:00,3400.75,3401.0,3395.69,3397.15,5442
2025-08-08 13:15:00,3397.17,3397.19,3389.61,3390.43,6754
2025-08-08 13:30:00,3390.48,3391.67,3386.58,3388.35,7814
2025-08-08 13:45:00,3388.43,3389.43,3384.36,3385.17,7484
2025-08-08 14:00:00,3385.21,3388.57,3384.22,3385.56,7760
2025-08-08 14:15:00,3385.55,3386.04,3380.56,3381.99,7309
2025-08-08 14:30:00,3381.89,3387.19,3381.28,3387.03,10853
2025-08-08 14:45:00,3386.98,3388.57,3383.77,3386.11,9138
